date,sex,race,age,city,suspicion,action
2012-01-03,female,black,45,Dorchester,Probable Cause,stopped
2012-01-03,male,black,23,Hyde Park,Reasonable Suspicion,stopped
2012-01-03,male,hispanic,21,Boston,Reasonable Suspicion,stopped
2012-01-03,male,middle eastern,46,Boston,Consented to be Search,stopped
2012-01-03,female,black,34,Mattapan,Reasonable Suspicion,stopped
2012-01-03,male,black,28,Dorchester,Reasonable Suspicion,stopped
2012-01-03,male,hispanic,20,Roxbury,Probable Cause,stopped
2012-01-04,male,black,20,Hyde Park,Reasonable Suspicion,stopped
2012-01-04,male,black,48,South End,Probable Cause,stopped
2012-01-04,male,hispanic,16,East Boston,Probable Cause,stopped
2012-01-04,male,black,48,Dorchester,Reasonable Suspicion,stopped
2012-01-04,male,black,39,Roxbury,Consented to be Search,stopped
2012-01-04,male,hispanic,18,Jamaica Plain,Probable Cause,stopped
2012-01-04,male,hispanic,28,East Boston,Reasonable Suspicion,stopped
2012-01-04,male,black,23,Roxbury,Reasonable Suspicion,stopped
2012-01-04,male,black,49,Dorchester,Probable Cause,stopped
2012-01-04,male,black,45,Dorchester,Probable Cause,stopped
2012-01-04,male,white,35,East Boston,Reasonable Suspicion,observed
2012-01-04,female,black,40,Dorchester,Probable Cause,stopped
2012-01-04,male,hispanic,16,East Boston,Reasonable Suspicion,stopped
2012-01-04,male,black,28,Dorchester,Probable Cause,stopped
2012-01-04,male,black,17,Hyde Park,Reasonable Suspicion,stopped
2012-01-04,male,black,45,Dorchester,Reasonable Suspicion,stopped
2012-01-04,male,white,66,Dorchester,Consented to be Search,observed
2012-01-04,male,white,34,South Boston,Consented to be Search,stopped
2012-01-04,male,black,16,Dorchester,Consented to be Search,stopped
2012-01-04,male,black,16,Boston,Probable Cause,stopped
2012-01-04,male,black,29,Roslindale,Consented to be Search,stopped
2012-01-04,male,black,15,Dorchester,Consented to be Search,stopped
2012-01-04,female,white,20,Dorchester,Reasonable Suspicion,stopped
2012-01-05,male,black,28,Roxbury,Reasonable Suspicion,stopped
2012-01-05,male,black,44,Boston,Reasonable Suspicion,observed
2012-01-05,male,white,21,Dorchester,Probable Cause,stopped
2012-01-05,male,black,23,Dorchester,Probable Cause,stopped
2012-01-05,male,black,23,Dorchester,Probable Cause,stopped
2012-01-05,male,black,28,Dorchester,Reasonable Suspicion,stopped
2012-01-05,female,white,38,Dorchester,Probable Cause,stopped
2012-01-05,male,black,24,Dorchester,Probable Cause,stopped
2012-01-05,male,hispanic,32,Dorchester,Probable Cause,stopped
2012-01-05,male,black,24,Dorchester,Probable Cause,stopped
2012-01-06,male,black,27,Roxbury,Consented to be Search,stopped
2012-01-06,male,black,14,Dorchester,Probable Cause,stopped
2012-01-06,male,black,13,Dorchester,Probable Cause,stopped
2012-01-06,male,hispanic,23,Dorchester,Probable Cause,stopped
2012-01-06,male,black,53,South Boston,Probable Cause,stopped
2012-01-06,male,white,26,Roxbury,Reasonable Suspicion,stopped
2012-01-06,male,black,69,Roslindale,Probable Cause,stopped
2012-01-06,male,black,31,Dorchester,Probable Cause,stopped
2012-01-06,female,black,20,Brighton,Probable Cause,stopped
2012-01-06,male,black,20,Hyde Park,Consented to be Search,stopped
2012-01-06,male,white,32,Boston,Reasonable Suspicion,observed
2012-01-06,female,white,30,Boston,Reasonable Suspicion,observed
2012-01-06,male,black,48,Dorchester,Reasonable Suspicion,observed
2012-01-06,male,black,41,Dorchester,Probable Cause,stopped
2012-01-06,male,black,21,Dorchester,Probable Cause,stopped
2012-01-06,male,black,20,West Roxbury,Consented to be Search,stopped
2012-01-06,female,white,45,Boston,Probable Cause,stopped
2012-01-06,male,white,28,Roslindale,Reasonable Suspicion,observed
2012-01-06,male,black,20,Brighton,Reasonable Suspicion,stopped
2012-01-06,male,white,22,Dorchester,Probable Cause,stopped
2012-01-06,male,black,28,Jamaica Plain,Probable Cause,stopped
2012-01-06,male,black,17,East Boston,Reasonable Suspicion,stopped
2012-01-06,female,white,39,East Boston,Reasonable Suspicion,stopped
2012-01-06,male,black,21,Dorchester,Probable Cause,stopped
2012-01-06,male,hispanic,20,Roslindale,Probable Cause,stopped
2012-01-07,female,white,28,Roslindale,Probable Cause,stopped
2012-01-07,female,white,31,East Boston,Reasonable Suspicion,observed
2012-01-07,female,white,52,East Boston,Reasonable Suspicion,observed
2012-01-07,male,black,30,Dorchester,Probable Cause,observed
2012-01-07,male,white,26,Boston,Reasonable Suspicion,observed
2012-01-07,female,black,49,Boston,Reasonable Suspicion,stopped
2012-01-07,male,white,28,Charlestown,Reasonable Suspicion,stopped
2012-01-07,male,hispanic,20,Dorchester,Probable Cause,stopped
2012-01-07,male,black,17,Roxbury,Probable Cause,stopped
2012-01-07,male,white,17,Hyde Park,Consented to be Search,stopped
2012-01-07,male,black,19,Dorchester,Probable Cause,stopped
2012-01-07,male,black,16,Roxbury,Consented to be Search,stopped
2012-01-07,female,white,40,Dorchester,Consented to be Search,stopped
2012-01-07,male,black,39,Boston,Reasonable Suspicion,observed
2012-01-07,male,hispanic,28,Boston,Probable Cause,stopped
2012-01-07,male,white,36,Roslindale,Probable Cause,stopped
2012-01-07,male,white,27,Boston,Reasonable Suspicion,observed
2012-01-07,male,white,38,South End,Reasonable Suspicion,stopped
2012-01-07,male,white,55,Boston,Probable Cause,stopped
2012-01-07,female,white,24,Boston,Reasonable Suspicion,observed
2012-01-07,male,black,20,Dorchester,Reasonable Suspicion,stopped
2012-01-07,male,black,19,Dorchester,Reasonable Suspicion,observed
2012-01-08,male,white,17,Dorchester,Reasonable Suspicion,stopped
2012-01-08,male,black,23,Dorchester,Reasonable Suspicion,observed
2012-01-08,male,white,19,Roxbury,Probable Cause,stopped
2012-01-08,male,black,21,Dorchester,Probable Cause,stopped
2012-01-08,male,white,49,Boston,Reasonable Suspicion,observed
2012-01-08,male,hispanic,44,Boston,Probable Cause,stopped
2012-01-08,male,black,33,Dorchester,Probable Cause,stopped
2012-01-08,male,white,30,Dorchester,Probable Cause,stopped
2012-01-08,male,black,46,Dorchester,Reasonable Suspicion,stopped
2012-01-08,male,black,29,Dorchester,Probable Cause,stopped
2012-01-08,male,white,27,Dorchester,Probable Cause,stopped
2012-01-08,male,hispanic,39,Roxbury,Reasonable Suspicion,stopped
2012-01-08,female,hispanic,21,Dorchester,Probable Cause,stopped
2012-01-08,male,hispanic,32,Boston,Probable Cause,stopped
2012-01-08,male,black,39,Roxbury,Reasonable Suspicion,observed
2012-01-08,male,black,22,Brighton,Probable Cause,stopped
2012-01-08,male,hispanic,31,Roxbury,Reasonable Suspicion,observed
2012-01-08,male,black,20,Dorchester,Probable Cause,stopped
2012-01-08,male,black,24,Dorchester,Probable Cause,stopped
2012-01-09,male,black,25,Dorchester,Probable Cause,stopped
2012-01-09,male,black,18,Dorchester,Reasonable Suspicion,stopped
2012-01-09,male,black,17,Roxbury,Reasonable Suspicion,stopped
2012-01-09,male,white,36,Boston,Reasonable Suspicion,stopped
2012-01-09,male,black,18,Dorchester,Reasonable Suspicion,observed
2012-01-09,male,black,16,Boston,Reasonable Suspicion,stopped
2012-01-09,male,white,35,East Boston,Reasonable Suspicion,observed
2012-01-09,male,white,51,Boston,Probable Cause,stopped
2012-01-09,male,black,41,Roxbury,Reasonable Suspicion,stopped
2012-01-09,male,black,30,Dorchester,Reasonable Suspicion,stopped
2012-01-09,male,hispanic,18,Jamaica Plain,Reasonable Suspicion,stopped
2012-01-09,male,white,19,Hyde Park,Probable Cause,stopped
2012-01-09,female,hispanic,27,Charlestown,Reasonable Suspicion,observed
2012-01-10,male,white,17,East Boston,Reasonable Suspicion,stopped
2012-01-10,male,black,17,Dorchester,Reasonable Suspicion,stopped
2012-01-10,male,white,49,Boston,Reasonable Suspicion,observed
2012-01-10,male,black,19,Mattapan,Reasonable Suspicion,stopped
2012-01-10,male,black,53,Hyde Park,Reasonable Suspicion,observed
2012-01-10,male,black,26,Mattapan,Reasonable Suspicion,observed
2012-01-10,male,white,40,East Boston,Reasonable Suspicion,stopped
2012-01-10,female,white,40,Roxbury,Reasonable Suspicion,stopped
2012-01-10,male,hispanic,26,Dorchester,Reasonable Suspicion,stopped
2012-01-10,male,white,27,Dorchester,Probable Cause,stopped
2012-01-10,male,white,62,South End,Probable Cause,observed
2012-01-10,female,white,30,Charlestown,Reasonable Suspicion,observed
2012-01-10,male,white,16,East Boston,Reasonable Suspicion,stopped
2012-01-10,male,hispanic,30,East Boston,Probable Cause,stopped
2012-01-10,male,white,47,Charlestown,Reasonable Suspicion,stopped
2012-01-10,male,hispanic,27,Mattapan,Probable Cause,stopped
2012-01-10,male,hispanic,19,Dorchester,Probable Cause,stopped
2012-01-10,male,hispanic,53,Roxbury,Consented to be Search,stopped
2012-01-10,male,white,31,Boston,Probable Cause,stopped
2012-01-10,male,white,48,Boston,Reasonable Suspicion,stopped
2012-01-10,male,black,47,Allston,Probable Cause,stopped
2012-01-10,male,black,30,Boston,Probable Cause,stopped
2012-01-10,male,white,27,Dorchester,Probable Cause,stopped
2012-01-10,male,black,37,Dorchester,Reasonable Suspicion,stopped
2012-01-10,male,white,22,Dorchester,Consented to be Search,stopped
2012-01-10,male,hispanic,32,Boston,Reasonable Suspicion,stopped
2012-01-10,male,hispanic,50,East Boston,Reasonable Suspicion,stopped
2012-01-10,male,black,17,Dorchester,Reasonable Suspicion,stopped
2012-01-10,male,white,40,West Roxbury,Reasonable Suspicion,stopped
2012-01-10,female,white,37,Roxbury,Consented to be Search,stopped
2012-01-11,male,white,57,Boston,Probable Cause,stopped
2012-01-11,male,hispanic,33,Boston,Reasonable Suspicion,stopped
2012-01-11,male,black,28,Dorchester,Reasonable Suspicion,stopped
2012-01-11,male,hispanic,47,Boston,Probable Cause,stopped
2012-01-11,male,black,19,Mattapan,Reasonable Suspicion,stopped
2012-01-11,male,black,26,Jamaica Plain,Probable Cause,stopped
2012-01-11,male,black,20,Boston,Probable Cause,stopped
2012-01-11,male,black,58,Dorchester,Reasonable Suspicion,stopped
2012-01-11,male,black,22,Boston,Reasonable Suspicion,stopped
2012-01-11,male,black,25,Dorchester,Probable Cause,stopped
2012-01-11,male,black,27,Dorchester,Probable Cause,observed
2012-01-11,male,black,23,Dorchester,Reasonable Suspicion,stopped
2012-01-11,male,white,56,Boston,Reasonable Suspicion,stopped
2012-01-11,male,black,45,Boston,Reasonable Suspicion,stopped
2012-01-11,male,white,18,Dorchester,Probable Cause,stopped
2012-01-11,male,white,59,Charlestown,Probable Cause,observed
2012-01-12,female,white,28,Roxbury,Probable Cause,stopped
2012-01-12,male,white,29,Roxbury,Probable Cause,stopped
2012-01-12,male,black,28,Dorchester,Probable Cause,stopped
2012-01-12,female,black,40,Roxbury,Probable Cause,stopped
2012-01-12,male,black,33,Dorchester,Probable Cause,stopped
2012-01-12,male,hispanic,31,Roxbury,Probable Cause,stopped
2012-01-12,female,white,21,Boston,Probable Cause,observed
2012-01-12,female,black,45,Roxbury,Probable Cause,stopped
2012-01-12,male,black,28,Dorchester,Probable Cause,stopped
2012-01-12,male,hispanic,43,Roxbury,Probable Cause,stopped
2012-01-12,male,black,37,Dorchester,Probable Cause,stopped
2012-01-12,male,white,25,East Boston,Reasonable Suspicion,stopped
2012-01-13,male,black,50,Charlestown,Probable Cause,stopped
2012-01-13,male,black,49,Roxbury,Probable Cause,stopped
2012-01-13,female,white,20,Boston,Probable Cause,observed
2012-01-13,female,white,18,Boston,Probable Cause,observed
2012-01-13,female,black,43,Dorchester,Reasonable Suspicion,stopped
2012-01-13,male,black,34,Dorchester,Probable Cause,stopped
2012-01-13,male,black,41,Dorchester,Reasonable Suspicion,stopped
2012-01-13,female,white,21,Boston,Reasonable Suspicion,observed
2012-01-13,female,white,29,Dorchester,Probable Cause,stopped
2012-01-13,male,black,20,Dorchester,Reasonable Suspicion,stopped
2012-01-13,male,white,27,Boston,Probable Cause,stopped
2012-01-13,male,black,28,Dorchester,Probable Cause,stopped
2012-01-13,male,hispanic,19,Charlestown,Reasonable Suspicion,observed
2012-01-13,male,black,68,Boston,Probable Cause,stopped
2012-01-13,male,black,34,West Roxbury,Probable Cause,stopped
2012-01-13,male,white,26,Boston,Probable Cause,observed
2012-01-13,male,white,51,Roslindale,Probable Cause,stopped
2012-01-14,male,hispanic,20,Dorchester,Probable Cause,stopped
2012-01-14,male,black,28,Dorchester,Probable Cause,stopped
2012-01-14,male,hispanic,21,Boston,Probable Cause,observed
2012-01-14,male,white,42,Roslindale,Reasonable Suspicion,stopped
2012-01-14,male,white,58,Boston,Reasonable Suspicion,observed
2012-01-14,male,black,27,Roxbury,Probable Cause,stopped
2012-01-14,male,black,19,Roxbury,Reasonable Suspicion,stopped
2012-01-14,male,black,38,Dorchester,Probable Cause,stopped
2012-01-14,female,white,43,Boston,Reasonable Suspicion,observed
2012-01-15,female,white,15,South Boston,Reasonable Suspicion,stopped
2012-01-15,male,white,24,South Boston,Probable Cause,stopped
2012-01-15,male,black,18,Dorchester,Reasonable Suspicion,stopped
2012-01-15,male,black,23,Dorchester,Probable Cause,stopped
2012-01-15,female,white,36,Dorchester,Consented to be Search,stopped
2012-01-15,male,black,26,Hyde Park,Reasonable Suspicion,observed
2012-01-15,male,hispanic,20,Jamaica Plain,Probable Cause,stopped
2012-01-15,male,hispanic,22,South Boston,Probable Cause,stopped
2012-01-15,male,white,36,Boston,Probable Cause,stopped
2012-01-15,male,hispanic,20,Hyde Park,Probable Cause,stopped
2012-01-16,male,black,25,Dorchester,Reasonable Suspicion,stopped
2012-01-16,male,black,18,Dorchester,Reasonable Suspicion,stopped
2012-01-16,female,white,34,Dorchester,Probable Cause,observed
2012-01-16,male,white,57,Dorchester,Probable Cause,stopped
2012-01-16,male,white,27,Boston,Probable Cause,stopped
2012-01-16,male,black,21,Dorchester,Probable Cause,stopped
2012-01-16,male,hispanic,29,Charlestown,Probable Cause,stopped
2012-01-16,male,hispanic,16,South Boston,Reasonable Suspicion,stopped
2012-01-16,male,white,24,East Boston,Reasonable Suspicion,stopped
2012-01-16,male,hispanic,45,Boston,Probable Cause,stopped
2012-01-16,male,black,49,Roxbury,Reasonable Suspicion,stopped
2012-01-16,male,black,48,Boston,Probable Cause,stopped
2012-01-16,male,black,47,Roxbury,Reasonable Suspicion,stopped
2012-01-17,male,black,20,Dorchester,Probable Cause,stopped
2012-01-17,male,white,32,Boston,Probable Cause,stopped
2012-01-17,male,black,46,Dorchester,Probable Cause,observed
2012-01-17,male,black,62,Dorchester,Probable Cause,stopped
2012-01-17,male,white,25,Dorchester,Probable Cause,stopped
2012-01-17,male,black,20,Dorchester,Reasonable Suspicion,stopped
2012-01-17,male,black,25,Mattapan,Reasonable Suspicion,stopped
2012-01-17,male,black,28,Boston,Reasonable Suspicion,stopped
2012-01-17,male,black,19,Dorchester,Reasonable Suspicion,stopped
2012-01-17,male,white,30,Roxbury,Probable Cause,stopped
2012-01-17,female,black,30,Dorchester,Probable Cause,stopped
2012-01-17,female,black,26,Dorchester,Reasonable Suspicion,stopped
2012-01-17,male,white,53,East Boston,Probable Cause,observed
2012-01-17,male,white,33,Hyde Park,Probable Cause,stopped
2012-01-17,male,black,43,Mattapan,Probable Cause,stopped
2012-01-17,female,black,38,Dorchester,Probable Cause,stopped
2012-01-17,female,black,36,Mattapan,Probable Cause,stopped
2012-01-18,female,black,20,Charlestown,Reasonable Suspicion,stopped
2012-01-18,male,black,18,Dorchester,Reasonable Suspicion,stopped
2012-01-18,male,white,23,East Boston,Probable Cause,stopped
2012-01-18,male,black,32,South End,Probable Cause,stopped
2012-01-18,male,black,38,Dorchester,Reasonable Suspicion,stopped
2012-01-18,male,black,28,Roslindale,Probable Cause,stopped
2012-01-18,male,hispanic,42,Boston,Probable Cause,stopped
2012-01-18,male,hispanic,15,Boston,Probable Cause,stopped
2012-01-18,male,hispanic,19,Dorchester,Probable Cause,stopped
2012-01-18,male,black,30,Dorchester,Probable Cause,stopped
2012-01-18,male,hispanic,23,Mattapan,Probable Cause,stopped
2012-01-18,male,black,21,Roxbury,Reasonable Suspicion,stopped
2012-01-18,male,black,28,Roxbury,Probable Cause,stopped
2012-01-18,male,black,17,Boston,Reasonable Suspicion,stopped
2012-01-18,male,black,21,Roxbury,Reasonable Suspicion,stopped
2012-01-18,male,black,38,Boston,Reasonable Suspicion,observed
2012-01-18,male,black,22,Roxbury,Reasonable Suspicion,stopped
2012-01-18,male,black,43,Dorchester,Probable Cause,stopped
2012-01-18,male,black,30,Boston,Reasonable Suspicion,observed
2012-01-18,male,black,29,Mattapan,Reasonable Suspicion,observed
2012-01-18,male,black,15,Boston,Reasonable Suspicion,stopped
2012-01-18,female,white,39,Boston,Probable Cause,stopped
2012-01-19,male,black,45,Boston,Probable Cause,stopped
2012-01-19,female,white,45,East Boston,Probable Cause,observed
2012-01-19,male,white,40,Boston,Probable Cause,stopped
2012-01-19,male,black,24,Roxbury,Reasonable Suspicion,stopped
2012-01-19,male,black,30,Roxbury,Probable Cause,stopped
2012-01-19,male,black,22,Dorchester,Probable Cause,stopped
2012-01-19,male,white,23,Dorchester,Probable Cause,stopped
2012-01-19,male,white,18,Dorchester,Probable Cause,stopped
2012-01-19,male,black,34,Dorchester,Probable Cause,observed
2012-01-19,male,white,26,Boston,Probable Cause,stopped
2012-01-19,female,white,23,South Boston,Probable Cause,stopped
2012-01-19,female,white,41,East Boston,Probable Cause,observed
2012-01-19,male,black,20,Dorchester,Probable Cause,stopped
2012-01-19,male,white,31,Roxbury,Reasonable Suspicion,stopped
2012-01-19,male,hispanic,18,Dorchester,Probable Cause,stopped
2012-01-19,male,white,33,Charlestown,Reasonable Suspicion,observed
2012-01-19,male,white,29,South Boston,Reasonable Suspicion,observed
2012-01-19,female,black,39,Dorchester,Reasonable Suspicion,stopped
2012-01-19,male,white,28,Dorchester,Probable Cause,stopped
2012-01-20,male,black,41,Dorchester,Reasonable Suspicion,stopped
2012-01-20,female,hispanic,22,Roslindale,Consented to be Search,stopped
2012-01-20,male,black,21,Roxbury,Probable Cause,stopped
2012-01-20,male,hispanic,23,Charlestown,Reasonable Suspicion,stopped
2012-01-20,male,black,22,Roxbury,Reasonable Suspicion,stopped
2012-01-20,male,black,22,Dorchester,Reasonable Suspicion,stopped
2012-01-20,female,black,37,Roxbury,Reasonable Suspicion,stopped
2012-01-20,male,black,45,Roxbury,Reasonable Suspicion,stopped
2012-01-20,male,white,53,Roslindale,Probable Cause,stopped
2012-01-20,male,white,37,Hyde Park,Reasonable Suspicion,stopped
2012-01-20,male,black,17,Mattapan,Probable Cause,stopped
2012-01-20,male,hispanic,24,Dorchester,Probable Cause,stopped
2012-01-20,male,black,39,Dorchester,Reasonable Suspicion,stopped
2012-01-20,male,white,20,Mattapan,Reasonable Suspicion,stopped
2012-01-20,male,black,31,Dorchester,Reasonable Suspicion,stopped
2012-01-20,male,black,13,Boston,Reasonable Suspicion,observed
2012-01-20,male,white,31,Hyde Park,Reasonable Suspicion,stopped
2012-01-20,male,black,30,Roxbury,Reasonable Suspicion,stopped
2012-01-20,male,hispanic,21,Roslindale,Consented to be Search,stopped
2012-01-20,male,white,47,Dorchester,Reasonable Suspicion,stopped
2012-01-20,male,black,19,Dorchester,Probable Cause,stopped
2012-01-20,female,black,13,Boston,Probable Cause,observed
2012-01-20,male,black,30,Dorchester,Reasonable Suspicion,stopped
2012-01-20,female,black,12,Roxbury,Probable Cause,observed
2012-01-20,male,black,62,Jamaica Plain,Probable Cause,observed
2012-01-20,male,white,20,Boston,Probable Cause,stopped
2012-01-20,male,black,20,Dorchester,Probable Cause,stopped
2012-01-20,female,black,24,Dorchester,Probable Cause,stopped
2012-01-20,male,black,38,Dorchester,Probable Cause,stopped
2012-01-21,female,black,35,Roxbury,Reasonable Suspicion,stopped
2012-01-21,male,black,59,Boston,Probable Cause,stopped
2012-01-21,male,black,21,Dorchester,Probable Cause,stopped
2012-01-21,male,white,18,South Boston,Probable Cause,stopped
2012-01-21,male,white,45,Boston,Probable Cause,stopped
2012-01-21,male,white,17,South Boston,Probable Cause,stopped
2012-01-21,male,white,51,Dorchester,Probable Cause,stopped
2012-01-21,male,hispanic,20,Jamaica Plain,Probable Cause,observed
2012-01-21,male,black,35,Mattapan,Probable Cause,stopped
2012-01-21,male,hispanic,21,West Roxbury,Probable Cause,observed
2012-01-22,male,black,43,Roxbury,Probable Cause,stopped
2012-01-22,male,black,18,Roxbury,Probable Cause,stopped
2012-01-22,male,black,21,Dorchester,Reasonable Suspicion,stopped
2012-01-22,female,white,32,Boston,Reasonable Suspicion,observed
2012-01-22,male,black,22,Dorchester,Reasonable Suspicion,stopped
2012-01-22,female,white,41,Boston,Reasonable Suspicion,stopped
2012-01-22,male,white,45,Jamaica Plain,Probable Cause,stopped
2012-01-22,male,black,28,Dorchester,Probable Cause,stopped
2012-01-22,male,white,27,Boston,Probable Cause,stopped
2012-01-22,male,white,35,Boston,Probable Cause,stopped
2012-01-23,male,white,41,Boston,Probable Cause,stopped
2012-01-23,male,white,50,Boston,Reasonable Suspicion,observed
2012-01-23,male,black,46,South End,Reasonable Suspicion,stopped
2012-01-23,male,white,14,Charlestown,Probable Cause,stopped
2012-01-23,male,white,29,West Roxbury,Probable Cause,stopped
2012-01-23,male,black,36,South End,Probable Cause,stopped
2012-01-23,male,white,41,Dorchester,Probable Cause,stopped
2012-01-23,female,black,27,Dorchester,Probable Cause,observed
2012-01-23,male,white,50,South End,Reasonable Suspicion,observed
2012-01-23,male,hispanic,17,Mattapan,Reasonable Suspicion,stopped
2012-01-23,male,white,29,Roslindale,Reasonable Suspicion,stopped
2012-01-23,male,black,24,Dorchester,Reasonable Suspicion,stopped
2012-01-23,male,white,22,South Boston,Reasonable Suspicion,stopped
2012-01-23,male,black,15,Dorchester,Reasonable Suspicion,stopped
2012-01-23,male,black,37,Roxbury,Probable Cause,stopped
2012-01-23,male,white,19,West Roxbury,Probable Cause,stopped
2012-01-23,male,black,20,Dorchester,Probable Cause,stopped
2012-01-23,male,black,20,Charlestown,Consented to be Search,observed
2012-01-23,male,black,20,Dorchester,Probable Cause,stopped
2012-01-23,male,white,23,Charlestown,Probable Cause,stopped
2012-01-23,male,black,22,Dorchester,Reasonable Suspicion,stopped
2012-01-23,male,white,23,Charlestown,Probable Cause,stopped
2012-01-23,male,white,47,South End,Reasonable Suspicion,observed
2012-01-23,male,black,27,Dorchester,Reasonable Suspicion,stopped
2012-01-23,male,white,55,South Boston,Reasonable Suspicion,stopped
2012-01-23,female,black,20,Roxbury,Probable Cause,stopped
2012-01-23,male,white,29,Roslindale,Reasonable Suspicion,stopped
2012-01-24,male,black,48,Boston,Probable Cause,stopped
2012-01-24,male,black,47,South End,Probable Cause,stopped
2012-01-24,male,black,47,Boston,Reasonable Suspicion,stopped
2012-01-24,male,black,49,Boston,Probable Cause,observed
2012-01-24,male,white,58,East Boston,Probable Cause,stopped
2012-01-24,female,black,16,Mattapan,Probable Cause,stopped
2012-01-24,male,hispanic,15,Dorchester,Probable Cause,stopped
2012-01-24,male,black,24,Dorchester,Probable Cause,stopped
2012-01-24,male,black,24,Roslindale,Reasonable Suspicion,stopped
2012-01-24,female,black,32,Roxbury,Probable Cause,stopped
2012-01-24,male,white,40,Boston,Probable Cause,stopped
2012-01-24,male,black,31,Boston,Probable Cause,stopped
2012-01-24,female,white,43,Boston,Probable Cause,observed
2012-01-24,female,white,30,Dorchester,Consented to be Search,stopped
2012-01-24,male,black,29,Dorchester,Probable Cause,stopped
2012-01-24,male,white,24,Dorchester,Probable Cause,stopped
2012-01-24,male,black,16,Dorchester,Probable Cause,stopped
2012-01-24,male,hispanic,33,Roxbury,Probable Cause,stopped
2012-01-24,male,white,44,Charlestown,Reasonable Suspicion,stopped
2012-01-24,male,white,45,Boston,Reasonable Suspicion,stopped
2012-01-24,female,white,42,Roxbury,Probable Cause,stopped
2012-01-24,male,white,34,Charlestown,Reasonable Suspicion,stopped
2012-01-24,male,white,49,Charlestown,Reasonable Suspicion,stopped
2012-01-25,male,hispanic,21,East Boston,Reasonable Suspicion,observed
2012-01-25,male,hispanic,35,Mattapan,Reasonable Suspicion,stopped
2012-01-25,male,white,26,Dorchester,Reasonable Suspicion,observed
2012-01-25,male,hispanic,16,Charlestown,Reasonable Suspicion,stopped
2012-01-25,male,black,18,Roxbury,Probable Cause,stopped
2012-01-25,male,hispanic,27,East Boston,Probable Cause,stopped
2012-01-25,male,black,52,Roxbury,Reasonable Suspicion,stopped
2012-01-25,male,hispanic,19,East Boston,Reasonable Suspicion,stopped
