date,sex,race,age,city,suspicion,action
2011-01-04,male,white,33,South Boston,Probable Cause,stopped
2011-01-04,male,black,23,Boston,Probable Cause,stopped
2011-01-04,male,black,34,Hyde Park,Probable Cause,stopped
2011-01-04,male,black,29,Roxbury,Probable Cause,stopped
2011-01-04,female,black,22,Dorchester,Probable Cause,stopped
2011-01-04,male,white,31,Jamaica Plain,Reasonable Suspicion,stopped
2011-01-04,male,black,29,Boston,Probable Cause,stopped
2011-01-04,male,white,48,Boston,Reasonable Suspicion,stopped
2011-01-05,male,black,29,Dorchester,Reasonable Suspicion,stopped
2011-01-05,male,black,29,Boston,Probable Cause,stopped
2011-01-05,male,black,35,Dorchester,Probable Cause,stopped
2011-01-05,male,black,63,Dorchester,Probable Cause,stopped
2011-01-05,male,black,24,Dorchester,Reasonable Suspicion,observed
2011-01-05,male,black,22,Dorchester,Probable Cause,stopped
2011-01-05,male,black,16,Mattapan,Probable Cause,stopped
2011-01-05,male,black,19,Roxbury,Probable Cause,stopped
2011-01-05,female,white,29,Roxbury,Probable Cause,stopped
2011-01-05,male,white,17,South Boston,Probable Cause,stopped
2011-01-05,male,middle eastern,17,Dorchester,Probable Cause,stopped
2011-01-05,male,black,39,Boston,Probable Cause,stopped
2011-01-06,male,black,34,Boston,Reasonable Suspicion,stopped
2011-01-06,female,white,29,Hyde Park,Reasonable Suspicion,stopped
2011-01-06,male,black,38,Roxbury,Reasonable Suspicion,observed
2011-01-06,male,white,26,Roslindale,Consented to be Search,observed
2011-01-06,male,white,36,Charlestown,Probable Cause,observed
2011-01-07,male,black,25,Hyde Park,Probable Cause,stopped
2011-01-07,female,black,28,Dorchester,Probable Cause,stopped
2011-01-07,male,black,20,Dorchester,Reasonable Suspicion,stopped
2011-01-07,male,white,19,Charlestown,Probable Cause,stopped
2011-01-07,male,hispanic,18,Boston,Probable Cause,stopped
2011-01-07,male,white,16,Charlestown,Probable Cause,stopped
2011-01-07,male,black,43,Boston,Probable Cause,stopped
2011-01-07,male,white,19,Charlestown,Probable Cause,stopped
2011-01-07,male,white,17,Charlestown,Probable Cause,stopped
2011-01-07,male,white,29,Charlestown,Probable Cause,stopped
2011-01-07,male,black,30,Dorchester,Consented to be Search,stopped
2011-01-07,male,black,48,Roxbury,Reasonable Suspicion,observed
2011-01-07,male,white,18,Charlestown,Probable Cause,stopped
2011-01-07,male,hispanic,19,Boston,Reasonable Suspicion,stopped
2011-01-07,male,white,18,Charlestown,Probable Cause,stopped
2011-01-07,male,white,27,Roslindale,Probable Cause,stopped
2011-01-07,male,black,42,Dorchester,Reasonable Suspicion,stopped
2011-01-07,male,white,13,Charlestown,Probable Cause,stopped
2011-01-07,male,black,18,Dorchester,Reasonable Suspicion,observed
2011-01-07,male,black,20,Mattapan,Probable Cause,stopped
2011-01-07,male,black,20,Dorchester,Probable Cause,stopped
2011-01-07,male,white,14,Charlestown,Probable Cause,stopped
2011-01-07,male,black,19,Charlestown,Probable Cause,stopped
2011-01-07,male,black,22,Boston,Probable Cause,stopped
2011-01-08,male,black,35,Boston,Probable Cause,stopped
2011-01-08,male,hispanic,17,Roxbury,Probable Cause,stopped
2011-01-08,male,hispanic,22,Roxbury,Probable Cause,stopped
2011-01-08,male,hispanic,31,Jamaica Plain,Probable Cause,stopped
2011-01-08,male,hispanic,34,Boston,Probable Cause,stopped
2011-01-08,male,black,24,Dorchester,Consented to be Search,observed
2011-01-08,male,white,20,West Roxbury,Reasonable Suspicion,observed
2011-01-08,male,white,19,Roslindale,Reasonable Suspicion,observed
2011-01-08,male,hispanic,24,Roslindale,Probable Cause,stopped
2011-01-08,male,white,34,West Roxbury,Reasonable Suspicion,observed
2011-01-08,male,white,36,South Boston,Probable Cause,stopped
2011-01-08,male,white,48,South End,Reasonable Suspicion,stopped
2011-01-08,male,white,20,Roslindale,Reasonable Suspicion,observed
2011-01-08,male,hispanic,17,Dorchester,Probable Cause,stopped
2011-01-09,male,white,33,Charlestown,Reasonable Suspicion,stopped
2011-01-09,male,black,29,Dorchester,Probable Cause,stopped
2011-01-09,male,black,38,Dorchester,Reasonable Suspicion,stopped
2011-01-09,male,black,30,South Boston,Reasonable Suspicion,stopped
2011-01-09,male,black,18,Mattapan,Probable Cause,stopped
2011-01-09,male,hispanic,34,Boston,Probable Cause,stopped
2011-01-10,male,hispanic,33,Boston,Reasonable Suspicion,stopped
2011-01-10,male,black,28,Dorchester,Probable Cause,stopped
2011-01-10,male,black,17,Hyde Park,Probable Cause,stopped
2011-01-10,male,black,21,Dorchester,Probable Cause,stopped
2011-01-10,male,black,21,Dorchester,Probable Cause,stopped
2011-01-10,male,black,22,Dorchester,Probable Cause,stopped
2011-01-10,male,black,22,Dorchester,Probable Cause,stopped
2011-01-10,male,black,20,Boston,Probable Cause,stopped
2011-01-10,male,black,50,Boston,Probable Cause,observed
2011-01-10,male,hispanic,45,East Boston,Reasonable Suspicion,observed
2011-01-10,male,hispanic,45,East Boston,Reasonable Suspicion,observed
2011-01-10,male,black,29,Dorchester,Probable Cause,observed
2011-01-10,male,black,27,Roxbury,Probable Cause,stopped
2011-01-11,male,middle eastern,23,Boston,Reasonable Suspicion,stopped
2011-01-11,male,black,28,Hyde Park,Probable Cause,stopped
2011-01-11,female,black,34,Dorchester,Reasonable Suspicion,observed
2011-01-11,male,white,49,Boston,Probable Cause,stopped
2011-01-11,male,black,38,Roxbury,Reasonable Suspicion,observed
2011-01-11,male,black,27,Dorchester,Reasonable Suspicion,observed
2011-01-11,male,black,24,Dorchester,Reasonable Suspicion,observed
2011-01-11,female,white,41,Dorchester,Probable Cause,observed
2011-01-11,male,white,17,South Boston,Probable Cause,stopped
2011-01-11,male,white,16,South Boston,Probable Cause,stopped
2011-01-11,male,white,16,South Boston,Probable Cause,stopped
2011-01-11,male,black,17,Dorchester,Probable Cause,stopped
2011-01-11,male,white,17,South Boston,Probable Cause,stopped
2011-01-11,male,black,23,Mattapan,Probable Cause,stopped
2011-01-12,female,black,14,Dorchester,Reasonable Suspicion,stopped
2011-01-12,male,black,35,Dorchester,Probable Cause,stopped
2011-01-12,male,white,32,Dorchester,Reasonable Suspicion,stopped
2011-01-12,female,black,17,Dorchester,Probable Cause,stopped
2011-01-12,male,white,27,West Roxbury,Reasonable Suspicion,stopped
2011-01-12,male,hispanic,38,Boston,Reasonable Suspicion,stopped
2011-01-13,male,white,25,South Boston,Probable Cause,stopped
2011-01-13,male,black,27,Dorchester,Reasonable Suspicion,observed
2011-01-13,male,black,54,Boston,Reasonable Suspicion,stopped
2011-01-13,male,black,21,Dorchester,Reasonable Suspicion,stopped
2011-01-13,male,hispanic,53,Boston,Reasonable Suspicion,observed
2011-01-13,male,white,59,Boston,Probable Cause,stopped
2011-01-13,male,white,48,Charlestown,Reasonable Suspicion,observed
2011-01-14,male,black,52,Mattapan,Reasonable Suspicion,observed
2011-01-14,male,white,15,Charlestown,Reasonable Suspicion,observed
2011-01-14,male,black,37,Boston,Probable Cause,stopped
2011-01-14,male,white,20,Dorchester,Probable Cause,stopped
2011-01-14,male,hispanic,28,Boston,Consented to be Search,stopped
2011-01-14,male,black,22,Dorchester,Probable Cause,stopped
2011-01-14,male,hispanic,20,East Boston,Probable Cause,stopped
2011-01-14,male,black,51,Dorchester,Probable Cause,stopped
2011-01-14,male,black,18,Boston,Reasonable Suspicion,stopped
2011-01-14,male,asian,41,Dorchester,Probable Cause,stopped
2011-01-14,male,asian,29,Dorchester,Probable Cause,stopped
2011-01-14,male,hispanic,20,East Boston,Probable Cause,stopped
2011-01-14,male,hispanic,22,Boston,Consented to be Search,stopped
2011-01-14,male,black,22,Roslindale,Probable Cause,stopped
2011-01-14,male,hispanic,17,East Boston,Probable Cause,stopped
2011-01-14,male,black,45,Roxbury,Probable Cause,observed
2011-01-14,male,asian,29,Dorchester,Reasonable Suspicion,stopped
2011-01-15,male,hispanic,32,Boston,Reasonable Suspicion,observed
2011-01-15,male,white,44,Boston,Reasonable Suspicion,observed
2011-01-15,male,black,49,Dorchester,Consented to be Search,observed
2011-01-15,male,black,19,Boston,Probable Cause,stopped
2011-01-15,male,black,18,Dorchester,Reasonable Suspicion,stopped
2011-01-15,male,black,21,Roxbury,Reasonable Suspicion,stopped
2011-01-15,female,white,37,South Boston,Consented to be Search,stopped
2011-01-15,male,hispanic,22,Dorchester,Reasonable Suspicion,stopped
2011-01-15,female,white,41,Dorchester,Reasonable Suspicion,observed
2011-01-16,male,white,37,Boston,Reasonable Suspicion,stopped
2011-01-16,female,black,39,Dorchester,Reasonable Suspicion,observed
2011-01-16,male,hispanic,20,Dorchester,Reasonable Suspicion,stopped
2011-01-16,male,white,58,Boston,Consented to be Search,stopped
2011-01-17,female,black,21,Roslindale,Probable Cause,stopped
2011-01-17,male,black,21,Roslindale,Probable Cause,stopped
2011-01-17,male,black,26,Dorchester,Probable Cause,stopped
2011-01-17,male,black,31,Roslindale,Probable Cause,stopped
2011-01-17,male,black,40,Dorchester,Probable Cause,stopped
2011-01-17,male,hispanic,36,Dorchester,Reasonable Suspicion,observed
2011-01-17,male,black,29,Dorchester,Reasonable Suspicion,stopped
2011-01-17,male,asian,65,Dorchester,Reasonable Suspicion,observed
2011-01-17,male,black,32,Dorchester,Probable Cause,stopped
2011-01-17,male,white,48,Hyde Park,Probable Cause,stopped
2011-01-18,male,black,23,Boston,Reasonable Suspicion,stopped
2011-01-18,male,white,19,Boston,Probable Cause,stopped
2011-01-18,male,black,25,Dorchester,Reasonable Suspicion,observed
2011-01-18,female,black,20,South Boston,Reasonable Suspicion,observed
2011-01-18,male,white,28,Dorchester,Probable Cause,stopped
2011-01-18,male,white,36,Brighton,Probable Cause,observed
2011-01-18,male,black,27,Boston,Reasonable Suspicion,stopped
2011-01-18,female,black,20,South Boston,Reasonable Suspicion,observed
2011-01-18,male,black,51,South Boston,Reasonable Suspicion,observed
2011-01-18,male,black,44,Dorchester,Probable Cause,stopped
2011-01-19,male,black,15,Dorchester,Probable Cause,stopped
2011-01-19,male,black,19,Boston,Probable Cause,stopped
2011-01-19,male,black,21,Dorchester,Probable Cause,stopped
2011-01-19,male,white,20,Boston,Probable Cause,stopped
2011-01-19,male,hispanic,18,Brighton,Reasonable Suspicion,stopped
2011-01-19,male,white,48,Back Bay,Probable Cause,stopped
2011-01-19,male,black,39,Dorchester,Probable Cause,stopped
2011-01-19,male,white,54,Dorchester,Reasonable Suspicion,stopped
2011-01-19,male,hispanic,20,Boston,Reasonable Suspicion,stopped
2011-01-19,male,hispanic,30,East Boston,Reasonable Suspicion,stopped
2011-01-19,male,white,44,Roslindale,Probable Cause,stopped
2011-01-19,female,black,40,East Boston,Probable Cause,stopped
2011-01-19,male,black,15,Dorchester,Probable Cause,stopped
2011-01-19,male,white,16,Dorchester,Probable Cause,stopped
2011-01-19,male,hispanic,32,Boston,Probable Cause,stopped
2011-01-19,male,black,18,Dorchester,Probable Cause,stopped
2011-01-19,female,white,41,Back Bay,Probable Cause,stopped
2011-01-20,male,hispanic,19,East Boston,Reasonable Suspicion,stopped
2011-01-20,male,black,33,Boston,Reasonable Suspicion,stopped
2011-01-20,male,white,43,Charlestown,Probable Cause,stopped
2011-01-20,male,black,53,Boston,Reasonable Suspicion,stopped
2011-01-20,male,hispanic,34,Boston,Reasonable Suspicion,observed
2011-01-20,male,black,29,Jamaica Plain,Probable Cause,stopped
2011-01-20,male,black,21,Mattapan,Probable Cause,stopped
2011-01-20,male,black,23,Dorchester,Probable Cause,stopped
2011-01-20,male,hispanic,36,Boston,Reasonable Suspicion,stopped
2011-01-20,male,black,48,Dorchester,Probable Cause,stopped
2011-01-20,male,black,29,Dorchester,Probable Cause,stopped
2011-01-21,male,black,29,Roxbury,Probable Cause,stopped
2011-01-21,male,white,20,East Boston,Probable Cause,stopped
2011-01-21,male,black,29,Roxbury,Probable Cause,stopped
2011-01-21,male,white,21,East Boston,Probable Cause,stopped
2011-01-21,male,black,47,Boston,Probable Cause,stopped
2011-01-21,female,white,51,Boston,Reasonable Suspicion,observed
2011-01-21,male,white,21,Boston,Probable Cause,stopped
2011-01-22,male,black,20,Roxbury,Probable Cause,stopped
2011-01-23,male,black,18,Dorchester,Reasonable Suspicion,stopped
2011-01-23,male,black,19,Dorchester,Probable Cause,stopped
2011-01-23,male,black,30,Roxbury,Probable Cause,stopped
2011-01-23,male,black,30,Roxbury,Probable Cause,stopped
2011-01-23,male,black,30,Roxbury,Probable Cause,stopped
2011-01-23,male,black,30,Roxbury,Probable Cause,stopped
2011-01-23,male,white,58,South End,Probable Cause,observed
2011-01-23,male,hispanic,37,Boston,Consented to be Search,observed
2011-01-24,male,black,20,Dorchester,Reasonable Suspicion,observed
2011-01-24,male,black,26,Boston,Reasonable Suspicion,stopped
2011-01-24,male,black,20,Dorchester,Reasonable Suspicion,observed
2011-01-24,male,black,28,Boston,Consented to be Search,observed
2011-01-24,male,white,17,West Roxbury,Reasonable Suspicion,stopped
2011-01-24,male,black,25,Roxbury,Consented to be Search,observed
2011-01-24,male,black,30,Boston,Consented to be Search,observed
2011-01-24,male,hispanic,26,East Boston,Reasonable Suspicion,stopped
2011-01-24,male,black,25,Dorchester,Probable Cause,stopped
2011-01-24,male,black,19,Brighton,Probable Cause,stopped
2011-01-24,male,white,17,West Roxbury,Reasonable Suspicion,stopped
2011-01-25,male,black,17,Boston,Consented to be Search,stopped
2011-01-25,male,black,30,Mattapan,Probable Cause,stopped
2011-01-25,female,white,28,Charlestown,Probable Cause,stopped
2011-01-25,male,black,22,Dorchester,Probable Cause,observed
2011-01-25,male,black,20,Dorchester,Reasonable Suspicion,stopped
2011-01-25,male,black,28,Dorchester,Consented to be Search,stopped
2011-01-25,male,black,48,Dorchester,Probable Cause,stopped
2011-01-25,male,white,33,Charlestown,Probable Cause,stopped
2011-01-25,male,white,29,Charlestown,Probable Cause,stopped
2011-01-26,male,hispanic,41,Boston,Reasonable Suspicion,stopped
2011-01-26,male,hispanic,42,East Boston,Probable Cause,stopped
2011-01-26,male,black,37,Boston,Reasonable Suspicion,stopped
2011-01-26,male,black,53,Roxbury,Consented to be Search,stopped
2011-01-26,male,white,34,West Roxbury,Reasonable Suspicion,stopped
2011-01-27,male,asian,29,Dorchester,Probable Cause,stopped
2011-01-27,male,white,23,Roslindale,Probable Cause,stopped
2011-01-27,male,black,23,Jamaica Plain,Probable Cause,stopped
2011-01-28,male,hispanic,38,Boston,Reasonable Suspicion,stopped
2011-01-28,male,hispanic,33,Boston,Reasonable Suspicion,stopped
2011-01-28,male,black,37,Roxbury,Probable Cause,stopped
2011-01-28,male,white,42,Boston,Probable Cause,stopped
2011-01-28,male,white,42,South Boston,Probable Cause,stopped
2011-01-28,male,black,30,Boston,Probable Cause,stopped
2011-01-28,male,white,21,South Boston,Probable Cause,stopped
2011-01-28,male,white,31,Boston,Reasonable Suspicion,stopped
2011-01-28,male,white,56,South Boston,Reasonable Suspicion,stopped
2011-01-28,male,black,56,Boston,Reasonable Suspicion,stopped
2011-01-28,male,black,19,Mattapan,Probable Cause,stopped
2011-01-28,male,white,15,East Boston,Probable Cause,stopped
2011-01-29,male,black,22,Hyde Park,Reasonable Suspicion,stopped
2011-01-29,female,white,39,Boston,Probable Cause,stopped
2011-01-29,male,black,38,Boston,Reasonable Suspicion,stopped
2011-01-29,male,black,56,Boston,Reasonable Suspicion,stopped
2011-01-30,male,black,25,Hyde Park,Probable Cause,stopped
2011-01-30,male,black,31,Dorchester,Probable Cause,stopped
2011-01-30,male,white,29,Boston,Reasonable Suspicion,observed
2011-01-30,male,black,22,Roslindale,Probable Cause,stopped
2011-01-30,male,white,30,South Boston,Probable Cause,stopped
2011-01-30,male,white,36,Boston,Reasonable Suspicion,stopped
2011-01-30,male,hispanic,41,Boston,Reasonable Suspicion,stopped
2011-01-30,male,hispanic,32,Boston,Reasonable Suspicion,stopped
2011-01-30,male,black,44,Boston,Probable Cause,stopped
2011-01-30,male,hispanic,32,Boston,Reasonable Suspicion,stopped
2011-01-30,male,white,35,Boston,Reasonable Suspicion,observed
2011-01-31,male,black,26,Hyde Park,Reasonable Suspicion,observed
2011-01-31,male,white,22,Hyde Park,Probable Cause,stopped
2011-01-31,male,white,22,Hyde Park,Probable Cause,stopped
2011-01-31,male,black,23,Boston,Probable Cause,stopped
2011-01-31,female,white,24,Dorchester,Reasonable Suspicion,observed
2011-01-31,male,white,19,South Boston,Probable Cause,stopped
2011-01-31,male,black,22,Boston,Probable Cause,stopped
2011-01-31,female,white,49,South Boston,Reasonable Suspicion,stopped
2011-01-31,male,white,44,Boston,Reasonable Suspicion,stopped
2011-01-31,male,white,27,Dorchester,Reasonable Suspicion,stopped
2011-01-31,male,white,49,Dorchester,Probable Cause,stopped
2011-01-31,male,white,30,Hyde Park,Probable Cause,stopped
2011-02-01,male,black,18,Dorchester,Probable Cause,stopped
2011-02-01,male,hispanic,18,Brighton,Probable Cause,observed
2011-02-01,male,black,20,Dorchester,Probable Cause,stopped
2011-02-01,male,hispanic,20,Dorchester,Probable Cause,stopped
2011-02-01,male,white,52,Roslindale,Probable Cause,stopped
2011-02-02,male,black,22,Hyde Park,Probable Cause,stopped
2011-02-02,male,black,30,Boston,Probable Cause,observed
2011-02-02,male,white,21,Dorchester,Probable Cause,observed
2011-02-02,male,black,19,Dorchester,Probable Cause,stopped
2011-02-02,male,black,48,Roxbury,Reasonable Suspicion,stopped
2011-02-02,male,black,52,Mattapan,Reasonable Suspicion,observed
2011-02-02,male,black,38,Dorchester,Probable Cause,stopped
2011-02-02,male,black,24,Hyde Park,Probable Cause,stopped
2011-02-02,male,white,29,Boston,Probable Cause,observed
2011-02-03,male,black,44,Dorchester,Probable Cause,stopped
2011-02-03,male,black,22,Dorchester,Reasonable Suspicion,observed
2011-02-03,male,white,44,Boston,Probable Cause,stopped
2011-02-03,male,hispanic,26,Dorchester,Consented to be Search,stopped
2011-02-04,male,white,65,Boston,Probable Cause,stopped
2011-02-04,male,white,44,Boston,Probable Cause,stopped
2011-02-04,male,black,52,Mattapan,Probable Cause,stopped
2011-02-04,male,black,42,Roxbury,Probable Cause,stopped
2011-02-04,male,white,20,Boston,Probable Cause,observed
2011-02-04,male,black,33,Roxbury,Reasonable Suspicion,stopped
2011-02-04,male,black,21,Mattapan,Reasonable Suspicion,stopped
2011-02-04,male,white,30,Boston,Probable Cause,stopped
2011-02-04,male,black,19,Roxbury,Reasonable Suspicion,stopped
2011-02-04,male,white,42,South End,Probable Cause,stopped
2011-02-04,male,white,37,Boston,Probable Cause,stopped
2011-02-04,male,white,61,Dorchester,Probable Cause,stopped
2011-02-04,male,black,40,East Boston,Probable Cause,stopped
2011-02-04,male,white,18,Roslindale,Probable Cause,stopped
2011-02-04,male,black,20,Dorchester,Probable Cause,stopped
2011-02-04,male,black,39,Roxbury,Probable Cause,stopped
2011-02-04,female,white,34,South Boston,Probable Cause,stopped
2011-02-04,female,white,28,Boston,Probable Cause,stopped
2011-02-04,male,black,51,Dorchester,Consented to be Search,stopped
2011-02-04,male,black,19,Dorchester,Probable Cause,stopped
2011-02-04,male,black,39,Mattapan,Probable Cause,stopped
2011-02-04,female,black,17,Dorchester,Probable Cause,stopped
2011-02-05,female,white,30,South Boston,Reasonable Suspicion,stopped
2011-02-05,male,hispanic,14,Boston,Reasonable Suspicion,stopped
2011-02-05,male,white,44,Boston,Probable Cause,stopped
2011-02-05,male,black,22,Hyde Park,Probable Cause,stopped
2011-02-05,male,white,34,Boston,Reasonable Suspicion,stopped
2011-02-05,male,white,15,West Roxbury,Reasonable Suspicion,stopped
2011-02-05,male,white,29,Charlestown,Probable Cause,stopped
2011-02-06,male,black,47,Roxbury,Reasonable Suspicion,observed
2011-02-06,male,white,34,West Roxbury,Probable Cause,stopped
2011-02-06,male,black,23,Roxbury,Reasonable Suspicion,stopped
2011-02-06,male,white,41,Dorchester,Probable Cause,stopped
2011-02-06,male,white,30,South Boston,Probable Cause,stopped
2011-02-06,male,black,31,Dorchester,Probable Cause,stopped
2011-02-06,male,white,36,South Boston,Probable Cause,stopped
2011-02-07,male,black,31,Dorchester,Probable Cause,stopped
2011-02-07,male,white,51,Charlestown,Reasonable Suspicion,observed
2011-02-07,male,hispanic,17,East Boston,Reasonable Suspicion,observed
2011-02-07,male,black,25,Dorchester,Probable Cause,stopped
2011-02-07,male,white,39,Boston,Probable Cause,stopped
2011-02-07,male,white,55,Boston,Probable Cause,observed
2011-02-07,male,black,24,Dorchester,Probable Cause,stopped
2011-02-07,female,black,30,Boston,Probable Cause,observed
2011-02-07,female,black,29,Boston,Probable Cause,observed
2011-02-07,male,black,19,Dorchester,Probable Cause,stopped
2011-02-07,female,white,23,South End,Probable Cause,stopped
2011-02-07,male,white,56,South Boston,Probable Cause,stopped
2011-02-07,male,white,18,Charlestown,Probable Cause,stopped
2011-02-08,male,black,18,Dorchester,Probable Cause,stopped
2011-02-08,male,black,33,Dorchester,Probable Cause,stopped
2011-02-08,male,black,33,Dorchester,Probable Cause,stopped
2011-02-08,male,black,41,Boston,Probable Cause,stopped
2011-02-08,male,black,24,Boston,Probable Cause,stopped
2011-02-08,male,black,29,Dorchester,Reasonable Suspicion,stopped
2011-02-08,female,black,22,Dorchester,Reasonable Suspicion,stopped
2011-02-08,male,black,18,Dorchester,Probable Cause,observed
2011-02-08,male,white,50,North End,Probable Cause,observed
2011-02-08,male,black,15,Dorchester,Consented to be Search,observed
2011-02-08,male,black,40,Dorchester,Probable Cause,stopped
2011-02-08,male,white,41,North End,Probable Cause,observed
2011-02-09,male,black,47,Boston,Probable Cause,stopped
2011-02-09,female,white,13,Mattapan,Probable Cause,stopped
2011-02-09,male,black,17,Dorchester,Reasonable Suspicion,stopped
2011-02-09,male,white,37,Boston,Probable Cause,observed
2011-02-09,female,black,18,Dorchester,Reasonable Suspicion,stopped
2011-02-09,female,white,28,East Boston,Probable Cause,stopped
2011-02-09,female,hispanic,18,Dorchester,Probable Cause,stopped
2011-02-09,male,black,18,Roxbury,Probable Cause,stopped
2011-02-09,male,black,33,Boston,Probable Cause,stopped
2011-02-09,female,white,23,East Boston,Probable Cause,stopped
2011-02-09,male,black,18,Dorchester,Probable Cause,stopped
2011-02-09,female,white,28,Jamaica Plain,Probable Cause,stopped
2011-02-09,female,white,24,Boston,Reasonable Suspicion,stopped
2011-02-09,male,black,18,Dorchester,Reasonable Suspicion,observed
2011-02-09,male,black,23,Dorchester,Probable Cause,stopped
2011-02-09,male,black,20,Dorchester,Reasonable Suspicion,observed
2011-02-09,male,black,21,Dorchester,Probable Cause,stopped
2011-02-10,male,black,32,Mattapan,Reasonable Suspicion,stopped
2011-02-10,male,black,52,Mattapan,Reasonable Suspicion,stopped
2011-02-10,male,black,43,Dorchester,Probable Cause,stopped
2011-02-10,male,black,45,Boston,Probable Cause,stopped
2011-02-10,male,white,32,Boston,Probable Cause,stopped
2011-02-10,female,asian,20,Dorchester,Reasonable Suspicion,observed
2011-02-10,female,hispanic,16,Boston,Probable Cause,stopped
2011-02-10,male,asian,53,Dorchester,Probable Cause,stopped
2011-02-10,male,black,22,Dorchester,Consented to be Search,stopped
2011-02-10,male,white,45,Boston,Probable Cause,stopped
2011-02-10,male,white,20,Boston,Probable Cause,stopped
2011-02-10,male,white,33,Dorchester,Probable Cause,stopped
2011-02-10,male,black,46,Boston,Probable Cause,stopped
2011-02-11,male,hispanic,31,Charlestown,Reasonable Suspicion,stopped
2011-02-11,male,white,64,South Boston,Probable Cause,stopped
2011-02-11,male,black,28,Mattapan,Probable Cause,stopped
2011-02-11,male,white,19,Charlestown,Probable Cause,stopped
2011-02-11,male,black,33,Boston,Probable Cause,stopped
2011-02-11,male,black,35,Boston,Reasonable Suspicion,stopped
2011-02-11,male,white,23,South End,Probable Cause,stopped
2011-02-11,male,black,33,Boston,Reasonable Suspicion,stopped
2011-02-11,male,black,36,West Roxbury,Probable Cause,stopped
2011-02-11,male,black,24,Dorchester,Probable Cause,stopped
2011-02-11,male,black,21,Jamaica Plain,Probable Cause,stopped
2011-02-11,male,black,31,Roxbury,Probable Cause,stopped
2011-02-11,male,black,25,Hyde Park,Probable Cause,stopped
2011-02-11,male,black,28,Roslindale,Probable Cause,stopped
2011-02-11,female,white,22,Boston,Probable Cause,stopped
2011-02-12,male,black,46,Boston,Probable Cause,stopped
2011-02-12,male,white,47,Boston,Probable Cause,stopped
2011-02-12,male,black,47,Dorchester,Reasonable Suspicion,stopped
2011-02-12,male,white,17,North End,Reasonable Suspicion,observed
2011-02-12,male,black,21,South Boston,Consented to be Search,stopped
2011-02-12,female,white,21,West Roxbury,Probable Cause,observed
2011-02-12,male,white,30,West Roxbury,Probable Cause,stopped
2011-02-13,male,white,22,Hyde Park,Probable Cause,stopped
2011-02-13,male,black,20,Dorchester,Probable Cause,stopped
2011-02-13,female,black,27,Boston,Probable Cause,stopped
2011-02-13,female,black,34,Dorchester,Probable Cause,stopped
2011-02-13,male,black,66,Dorchester,Consented to be Search,stopped
2011-02-13,male,white,35,West Roxbury,Probable Cause,stopped
2011-02-14,female,black,16,Boston,Probable Cause,stopped
2011-02-14,male,black,54,Dorchester,Reasonable Suspicion,stopped
2011-02-14,male,black,45,Boston,Probable Cause,stopped
2011-02-14,male,white,49,West Roxbury,Reasonable Suspicion,stopped
2011-02-14,female,black,27,Dorchester,Reasonable Suspicion,stopped
2011-02-14,male,black,49,Hyde Park,Reasonable Suspicion,stopped
2011-02-15,male,white,18,North End,Probable Cause,stopped
2011-02-15,female,black,17,Dorchester,Probable Cause,stopped
